"","IH00C1_hpfc","T00C1_hpfc","TF00C1_hpfc","TY00Y_hpfc"
"2017-03-23",-32.7072728975798,0.754411087655841,0.352589628720569,0.0989045850526778
"2017-03-24",-8.264787990286,1.39582566873815,0.68968174256828,0.151909529755857
"2017-03-27",-18.0457252862957,1.40696129093269,0.826678370292191,NA
"2017-03-28",-23.6506126226373,1.02782682816711,0.68358200323434,NA
"2017-03-29",-21.4799703769932,1.03843057278722,0.690394791021172,NA
"2017-03-30",-34.7343091508047,1.00878039227713,0.707118600713926,NA
"2017-03-31",-23.6141306665648,1.01888372487484,0.753755013992056,NA
"2017-04-05",1.28007771094527,0.738747591829749,0.590305320240899,NA
"2017-04-06",-0.652161621815006,1.02837859322554,0.686770497273946,NA
"2017-04-07",-4.01132679758809,1.39778302377739,0.823151278895789,NA
"2017-04-10",-10.7978956795309,1.08696675311001,0.68944811502798,NA
"2017-04-11",-16.0123444726778,1.20593507306092,0.745661115334349,NA
"2017-04-12",-22.2551449186938,1.0646928261589,0.611790104488638,NA
"2017-04-13",-26.3267621402451,1.21324435644821,0.677834598938364,NA
"2017-04-14",-45.8276520607499,0.821593567871871,0.46379386224122,NA
"2017-04-17",-44.7582597211301,0.419743862865757,0.219666877765751,NA
"2017-04-18",-61.5190112190382,0.517698304252777,0.245452437166827,NA
"2017-04-19",-79.7103141508599,0.665459781350787,0.361149241297425,NA
"2017-04-20",-70.9325506834743,0.623030969481042,0.356755889550688,NA
"2017-04-21",-65.7860700347821,0.250414268891168,0.13227083203524,NA
"2017-04-24",-81.6711921019071,-0.172388177707527,-0.122307628609,NA
"2017-04-25",-74.988209588758,0.334625668885603,0.14301875558223,NA
"2017-04-26",-77.1373814396004,0.401457919129095,0.188248283130695,NA
"2017-04-27",-73.5189356015974,0.588110545160518,0.183379193439718,NA
"2017-04-28",-80.3330681364732,0.414585353171451,0.108409648098109,NA
"2017-05-02",-89.9799447161077,0.300883906251818,0.0733377328937785,NA
"2017-05-03",-97.2596978060078,0.207007596118404,-0.0218385111982633,NA
"2017-05-04",-106.972422677443,-0.267042309884325,-0.397121073517354,NA
"2017-05-05",-116.118174398552,-0.191264629981396,-0.432511934376151,NA
"2017-05-08",-114.696963819296,-0.575658072013224,-0.668012909932935,NA
"2017-05-09",-116.708753791235,-0.700221264759123,-0.733625637563195,NA
"2017-05-10",-112.153459754589,-1.13495259904401,-1.12935147851297,NA
"2017-05-11",-101.230948907003,-1.04985017624988,-0.885191490776504,NA
"2017-05-12",-71.9410420863753,-1.35491162861479,-0.971146265519808,NA
"2017-05-15",-67.4835182857572,-0.830134154411022,-0.667216028006216,NA
"2017-05-16",-63.058126760649,-1.00551439184525,-0.693400602066425,NA
"2017-05-17",-82.6645888716766,-0.871048635979192,-0.739699535730648,NA
"2017-05-18",-94.5025999137071,-0.586732766236297,-0.656112090405363,NA
"2017-05-19",-102.371821011427,-0.622562301983116,-0.742637221734678,NA
"2017-05-22",-87.6718742258301,-1.18853252005437,-1.09927361415289,NA
"2017-05-23",-61.802339301674,-1.18463843994262,-0.916019645117573,NA
"2017-05-24",-67.5627597436386,-0.930874589848868,-0.712873237690961,NA
"2017-05-25",6.64734649027605,-0.83723500829237,-0.65983193628934,NA
"2017-05-26",-0.171510630337135,-0.913713349006139,-0.716892990655934,NA
"2017-05-31",5.58117611646241,-0.490302919643916,-0.384053377786065,NA
"2017-06-01",21.9059140235441,-0.376996650167023,-0.211309778340413,NA
"2017-06-02",-3.59679192338884,-0.393787267865436,-0.238658714227173,NA
"2017-06-05",-35.9264457935216,-0.150667344193775,-0.0960966200077334,NA
"2017-06-06",-21.4825501694021,-0.317629287830888,-0.18361983159171,NA
"2017-06-07",-4.06459278287064,-0.194665445175508,-0.231224645166112,NA
"2017-06-08",17.3279475141272,-0.26176803133169,-0.338907281016806,NA
"2017-06-09",26.4955935498462,-0.148929180936256,-0.266663863850843,NA
"2017-06-12",17.6388609898511,0.243859079578188,-0.0144903782845629,NA
"2017-06-13",12.7582545475159,0.346604785340413,0.0176173012940233,NA
"2017-06-14",-22.5457283550473,0.459315870677721,0.139663306486412,NA
"2017-06-15",-42.4725955694522,0.372000126644828,0.131651761611756,NA
"2017-06-16",-77.0218456277268,0.30466515443376,0.103586733258063,NA
"2017-06-19",-37.9929595055885,0.897318401466701,0.475472233593968,NA
"2017-06-20",-55.5853863408757,0.809967189229421,0.467312231969387,NA
"2017-06-21",-32.9985595667577,0.482618468292452,0.299110501193126,NA
"2017-06-22",-27.0318896395912,0.225278854418407,0.120870620905846,NA
"2017-06-23",-3.8847733755019,0.43795476387482,0.272596047108102,NA
"2017-06-26",2.44340358331199,0.780652519808039,0.4842901858373,NA
"2017-06-27",9.35325720045066,0.753378264331473,0.48595633045059,NA
"2017-06-28",-14.3545975704852,0.63613781686823,0.457597574119087,NA
"2017-06-29",-0.879549642148358,0.488936685425142,0.419216809139093,NA
"2017-06-30",-12.2209819935924,0.361780115055107,0.330816738654423,NA
"2017-07-03",-30.5782772402628,-0.00532685129557269,0.132399892521596,NA
"2017-07-04",-60.3508129460136,0.107620679774043,0.203968663850706,0.204680671930033
"2017-07-05",-14.3379540347952,0.360627603866805,0.325525391023126,NA
"2017-07-06",-18.3390404840132,0.483698772099331,0.457072328107757,NA
"2017-07-07",-29.7534063443209,0.256838886519505,0.358611594614418,NA
"2017-07-10",-20.3803780857271,0.260052449233481,0.310145121117589,NA
"2017-07-11",6.98073012058755,0.363343856180531,0.321674689956098,NA
"2017-07-12",-9.06938747210586,0.456717395804621,0.323201955267306,NA
"2017-07-13",30.6699605038781,0.600177206358085,0.384728438221181,NA
"2017-07-14",55.7994691651933,0.60372723730467,0.326255526389002,NA
"2017-07-17",56.9198209507334,0.637371190019228,0.25778444831076,NA
"2017-07-18",41.8316752341204,0.381112516319528,0.149316297665541,NA
"2017-07-19",82.3356678606567,0.354954404560088,0.130852061574715,0.257224113698106
"2017-07-20",85.6324173840745,0.608899885558829,0.302392665438292,NA
"2017-07-21",60.3225083238764,0.502951843409743,0.243938980567319,NA
"2017-07-24",71.6064898025636,0.627112910511881,0.315491753275836,NA
"2017-07-25",47.88488600772,0.431385511364499,0.177051629043342,NA
"2017-07-26",33.5581915276931,0.1757718112435,0.0786191229377449,NA
"2017-07-27",31.0268811571522,0.390273797107203,0.0901946768408897,NA
"2017-07-28",30.09141581916,0.314893383257204,0.0317787001366855,NA
"2017-07-31",29.5522436115023,0.0496323226714196,-0.0766284350738405,NA
"2017-08-01",69.4098001933935,-0.0655077618363437,-0.195026369825707,NA
"2017-08-02",70.6645090083349,0.0394747320316007,-0.143414713478778,NA
"2017-08-03",26.5167648086118,0.13458143365112,-0.091792994776911,NA
"2017-08-04",3.36693313663605,0.169813956081016,-0.0301606831820534,NA
"2017-08-07",8.81536857386058,-0.164826143250438,-0.208517210212624,NA
"2017-08-08",6.46242430998485,-0.0793373771097047,-0.196861994919824,NA
"2017-08-09",-16.2915501092163,-0.0237181901299146,-0.285194370162282,NA
"2017-08-10",-30.246207809271,-0.0179669941500399,-0.163513587423704,NA
"2017-08-11",-77.2011951814353,0.157917808795672,-0.0218187802999684,NA
"2017-08-14",-57.9561461144009,0.47393782409912,0.319890985203018,NA
"2017-08-15",-43.1106625849882,0.510094591875714,0.321616652098323,NA
"2017-08-16",-60.4643226132775,0.476389456334016,0.263359031168996,NA
"2017-08-17",-52.816686399136,0.532823550830104,0.275118800254618,NA
"2017-08-18",-42.5672891489094,0.509397811799898,0.286896528332816,NA
"2017-08-21",-44.915644236647,0.426112955430995,0.258692670658096,NA
"2017-08-22",-20.6612474408014,0.442969487347116,0.270507563893493,NA
"2017-08-23",-5.20357597349781,0.37996773703299,0.312341437768964,NA
"2017-08-24",-19.9420985063339,0.347107850868455,0.284194410197426,NA
"2017-08-25",38.3237184400401,0.284389818169596,0.236066469982495,NA
"2017-08-28",64.7944165882437,0.191813484772733,0.177957488453186,NA
"2017-08-29",63.8705218194058,0.389378578957892,0.28986723935808,NA
"2017-08-30",44.55253323125,0.49708474971714,0.341795422885407,NA
"2017-08-31",34.240923519992,0.594931485090143,0.403741619403812,NA
"2017-09-01",23.1361469656314,0.48291806764086,0.365705267997585,NA
"2017-09-04",20.0386436943278,0.471043534012758,0.357685640860381,NA
"2017-09-05",31.3488442687093,0.299306721230256,0.229681859018023,NA
"2017-09-06",11.2671709682127,0.527706271607266,0.371692895643459,NA
"2017-09-07",-13.6059668860414,0.836240703736658,0.553717628968412,NA
"2017-09-08",-22.6701646303702,1.00490831807864,0.655754783581683,NA
"2017-09-11",-30.5250119769246,0.913707069425105,0.55780285518751,NA
"2017-09-12",-18.7700892668929,1.022634497179,0.619860068427455,NA
"2017-09-13",-32.6049642236663,0.911687763054069,0.50192441736981,NA
"2017-09-14",-52.8291968118168,1.32086360604765,0.703993639857618,NA
"2017-09-15",-59.6423335183638,1.31015838830193,0.676065266258581,NA
"2017-09-18",-43.2438989928565,1.0495679259678,0.498136535937736,NA
"2017-09-19",-58.2333932311257,1.16908749362856,0.610204408801912,NA
"2017-09-20",-63.610298353671,1.12871193201877,0.542265638848332,NA
"2017-09-21",-55.9740724096311,0.998435598619267,0.484316727840247,NA
"2017-09-22",-61.3241471542616,1.15825238434653,0.606353953390096,NA
"2017-09-25",-66.6599312054364,1.2981557674042,0.698373392913252,NA
"2017-09-26",-67.3808078319291,1.30813874722084,0.710370873182766,NA
"2017-09-27",-87.6861327480639,1.26819378661949,0.702341932292214,NA
"2017-09-28",-86.7752338156634,1.38831280769138,0.814281814696429,NA
"2017-09-29",-79.2474026506244,1.33848720830733,0.796185474530261,NA
"2017-10-09",-64.1018949994892,1.02870781246558,0.588047529337092,NA
"2017-10-10",-69.9379338510294,1.11896489088752,0.569862267549644,NA
"2017-10-11",-60.1547156968886,1.09924828906811,0.551623734525073,NA
"2017-10-12",-54.1514081191919,0.839547389967192,0.403325740062715,NA
"2017-10-13",-56.327153834594,0.859851122159568,0.414961865942534,NA
"2017-10-16",-52.4810731756256,0.590148067184925,0.196525527225939,NA
"2017-10-17",-57.6122631914723,0.290426451155077,-0.0219900325542879,NA
"2017-10-18",-39.3197992378213,0.350674256238352,0.0394083488989677,NA
"2017-10-19",-41.2027328556615,0.510879344552511,0.200713842972774,NA
"2017-10-20",-53.2600993327984,0.431029433260519,0.211919604764207,NA
"2017-10-23",-54.0909169255765,0.53111202834855,0.253018706403221,NA
"2017-10-24",-45.694181874613,0.531114457632417,0.224004132420846,NA
"2017-10-25",-49.2688680615852,-0.0189761706123849,-0.095131237239636,NA
"2017-10-26",-24.01393048007,0.200827032348413,-0.0243946152292725,NA
"2017-10-27",12.8716962422462,-0.269489036907305,-0.363793174875625,NA
"2017-10-30",-10.4109125960838,-0.96993756481485,-0.753334079422703,NA
"2017-10-31",-16.4606870170208,-0.830531626414373,-0.633024341736817,NA
"2017-11-01",-25.4765527391575,-0.561283895812368,-0.542870663286171,NA
"2017-11-02",-22.2574286767724,-0.642206703806943,-0.612879483872398,NA
"2017-11-03",-27.6022232133768,-0.553312149184042,-0.563057018896221,NA
"2017-11-06",-30.3098355319787,-0.364612065267599,-0.493409230418356,NA
"2017-11-07",-1.37915340595338,-0.716118056663533,-0.723941847755027,NA
"2017-11-08",-7.60905207991147,-0.547841577262711,-0.59466039626666,NA
"2017-11-09",2.80159377169937,-0.639793784941417,-0.615570102064726,NA
"2017-11-10",30.4539126197702,-0.671985611120137,-0.636675945452181,NA
"2017-11-13",38.3490317769649,-1.22442772275476,-0.947982652280564,NA
"2017-11-14",22.0880659676058,-0.887130509028469,-0.719494685224495,NA
"2017-11-15",4.87211406413488,-0.880103852996054,-0.58121611510148,NA
"2017-11-16",34.1022658086147,-0.573357271007685,-0.16315071531802,0.481445872576108
"2017-11-17",89.3796089291095,-0.586899915614195,-0.245302019029929,0.56475185975421
"2017-11-20",95.3052170572718,-0.650740702363731,-0.227673491952362,0.397947787411956
"2017-11-21",147.880126878754,-0.684888304203748,-0.270268498403322,0.402739134283074
"2017-11-22",164.905335683869,-1.1793511250906,-0.593090308589173,0.907331214606198
"2017-11-23",83.7817796352285,-1.10413728587686,-0.556142080998462,0.958629176143251
"2017-11-24",81.310326730399,-0.719254419918072,-0.359426728959844,0.822237791602098
"2017-11-27",54.0918103347104,-0.764709704163453,-0.362946935914888,1.06066143743159
"2017-11-28",36.5270302031159,-0.870510018252054,-0.396705236732914,1.00200415020118
"2017-11-29",28.6167637311044,-0.186661925722222,0.00929598374416057,0.740069528045092
"2017-11-30",-8.83822678442199,-0.103171630278608,0.0550545046566611,0.337360754909933
"2017-12-01",-27.8371908758253,-0.150045258467632,0.020568101302082,0.793880708826314
"2017-12-04",-11.179374421904,-0.127288894187767,0.00583452622102271,0.672032128374042
"2017-12-05",34.3359882052551,-0.154908559316422,0.0108515234514973,0.534417423974618
"2017-12-06",-5.89033274539466,-0.102910223113619,0.0356168346208108,0.865338728258429
"2017-12-07",-32.6575812178867,-0.191299790806669,-0.0598718031302049,0.89929795294883
"2017-12-08",-9.3649987214893,-0.390083125083867,-0.145616667383545,0.667496652073547
"2017-12-11",23.5881867338534,-0.579266009557634,-0.29162001097214,0.701036007926159
"2017-12-12",-29.5972489907241,-0.658854066596484,-0.37788402653644,0.656416926884315
"2017-12-13",-7.92053978460974,-0.598852679123498,-0.314410786173692,0.955340025545481
"2017-12-14",-29.1809073025204,-0.39926695771771,-0.191202205778886,1.16030564917084
"2017-12-15",-53.7775699254942,-0.120101765416393,-0.0482600712815376,1.03711374812204
"2017-12-18",-46.1097339721769,-0.151361800215727,-0.0555860895764877,0.898063793137735
"2017-12-19",-2.77658353180747,-0.183051710466527,-0.0831819476097978,0.415054826254548
"2017-12-20",-1.77728363359986,-0.115176081954022,-0.0410493093509837,0.275685518286358
"2017-12-21",19.8890018408655,-0.0977394247958722,-0.0191898043844403,0.339254368480027
"2017-12-22",2.62310974459581,0.23925379849821,0.172394954673119,0.37145976212476
"2017-12-25",-0.974131290604774,0.105799165821626,0.103703363137577,0.434699944275835
"2017-12-26",19.4981062828919,-0.0281078438316297,0.00473374506272245,0.591573006441786
"2017-12-27",-47.5593495848285,0.0275282047997448,0.0254843816365022,0.966976860444206
"2017-12-28",-24.1456790034913,0.132702758597268,0.0359535520899179,0.873509173571782
"2017-12-29",-22.0600424231792,0.217411253059917,0.146139525119927,1.15486721340379
"2018-01-02",26.6984096862879,-0.308350931163642,-0.20395944543919,0.811047886446045
"2018-01-03",30.9305359739712,-0.304588503296488,-0.17434516616017,0.966947621828796
"2018-01-04",36.8371840531882,-0.481306045099142,-0.215019359308316,0.919662513427416
"2018-01-05",50.2191887513218,-0.488508012430197,-0.205983675079641,0.809588255420186
"2018-01-08",57.4773696691901,-0.286198662194308,-0.0672396747921522,0.855620161834248
"2018-01-09",87.0125256488054,-0.294382049366458,-0.0587888346176194,0.463953212044994
"2018-01-10",107.625431773457,-0.593062110619336,-0.270632602933457,0.384582031749611
"2018-01-11",106.316827158736,-0.802242660939301,-0.432772403815877,0.586301054864714
"2018-01-12",134.087406432398,-0.651927270165295,-0.335209549472995,0.490904556336241
"2018-01-15",156.93782027491,-0.892119176520613,-0.477945173221523,0.488986568757376
"2018-01-16",181.868663940685,-0.962821348749096,-0.490980269816182,0.658740921801357
"2018-01-17",187.480467812125,-1.18403638682671,-0.644315636449624,0.312661243013028
"2018-01-18",223.573687094655,-1.43576649273971,-0.827951867362559,0.169440887640966
"2018-01-19",243.34869949641,-1.43801337904028,-0.851889290459401,0.0259730816919816
"2018-01-22",255.80579030968,-1.15077816479206,-0.706127891405513,-0.0709490188671627
"2018-01-23",305.945144235826,-1.19406137464255,-0.690667303727243,0.253867731194126
"2018-01-24",299.766840236429,-1.17786305755372,-0.645506869067653,0.125216506433526
"2018-01-25",277.470830807654,-1.06218276891031,-0.550645643574541,0.308790376470966
"2018-01-26",302.656944534411,-1.05701957721632,-0.556082416569852,0.0546823591657565
"2018-01-29",241.724895305955,-1.1023721119111,-0.581815749760263,-0.184214655263083
"2018-01-30",203.074271905398,-1.1782385655061,-0.647843974990699,-0.298307799201786
"2018-01-31",242.104563196582,-1.034616674835,-0.614165183606925,-0.459704128887762
"2018-02-01",259.015174100429,-0.851503689696194,-0.500777199161444,-0.621310577251195
"2018-02-02",277.805409461937,-1.01889643221847,-0.597677591336129,-1.03323388719902
"2018-02-05",314.474467059358,-1.24679137255348,-0.67486372281181,-0.586180544812805
"2018-02-06",232.821429837356,-0.90518455968307,-0.532332709212931,-0.201856609076502
"2018-02-07",142.845250749687,-0.92407152721326,-0.530081387202708,-0.708567896671774
"2018-02-08",62.1447865109422,-1.25344743458566,-0.688106373399831,-0.746820140840338
"2018-02-09",-98.48116521066,-0.98330705926549,-0.516404065308414,-0.457318781929587
"2018-02-12",-78.033832435224,-0.913644660594898,-0.4149705759962,-0.777568951582029
"2018-02-13",-24.3144024746027,-1.03445409145567,-0.523801805071604,-0.551275592403492
"2018-02-14",2.27596961536012,-1.12572882706642,-0.562893480609721,-1.10654332558375
"2018-02-22",51.7361388294056,-1.3774619150434,-0.722241114167085,-0.915048555864703
"2018-02-23",91.6649592216103,-1.29964593767101,-0.701839984623984,-0.457343433925107
"2018-02-26",112.061263460273,-0.792272907848606,-0.391685072314303,-0.39072307230678
"2018-02-27",59.9238463231424,-0.455334301251714,-0.221771067459459,-0.839988863006024
