"","IH00C1_hpft","T00C1_hpft","TF00C1_hpft","TY00Y_hpft"
"2017-04-05",2382.91992228905,95.8012524081703,98.4696946797591,NA
"2017-04-06",2384.65216162182,95.7816214067745,98.4532295027261,NA
"2017-04-07",2386.41132679759,95.7622169762226,98.4368487211042,NA
"2017-04-10",2388.19789567953,95.74303324689,98.420551884972,NA
"2017-04-11",2390.01234447268,95.7240649269391,98.4043388846657,NA
"2017-04-12",2391.85514491869,95.7053071738411,98.3882098955114,NA
"2017-04-13",2393.72676214025,95.6867556435518,98.3721654010616,NA
"2017-04-14",2395.62765206075,95.6684064321281,98.3562061377588,NA
"2017-04-17",2397.55825972113,95.6502561371342,98.3403331222343,NA
"2017-04-18",2399.51901121904,95.6323016957472,98.3245475628332,NA
"2017-04-19",2401.51031415086,95.6145402186492,98.3088507587026,NA
"2017-04-20",2403.53255068347,95.596969030519,98.2932441104493,NA
"2017-04-21",2405.58607003478,95.5795857311088,98.2777291679648,NA
"2017-04-24",2407.67119210191,95.5623881777075,98.262307628609,NA
"2017-04-25",2409.78820958876,95.5453743311144,98.2469812444178,NA
"2017-04-26",2411.9373814396,95.5285420808709,98.2317517168693,NA
"2017-04-27",2414.1189356016,95.5118894548395,98.2166208065603,NA
"2017-04-28",2416.33306813647,95.4954146468286,98.2015903519019,NA
"2017-05-02",2418.57994471611,95.4791160937482,98.1866622671062,NA
"2017-05-03",2420.85969780601,95.4629924038816,98.1718385111983,NA
"2017-05-04",2423.17242267744,95.4470423098843,98.1571210735174,NA
"2017-05-05",2425.51817439855,95.4312646299814,98.1425119343761,NA
"2017-05-08",2427.8969638193,95.4156580720132,98.1280129099329,NA
"2017-05-09",2430.30875379123,95.4002212647591,98.1136256375632,NA
"2017-05-10",2432.75345975459,95.384952599044,98.099351478513,NA
"2017-05-11",2435.230948907,95.3698501762499,98.0851914907765,NA
"2017-05-12",2437.74104208638,95.3549116286148,98.0711462655198,NA
"2017-05-15",2440.28351828576,95.340134154411,98.0572160280062,NA
"2017-05-16",2442.85812676065,95.3255143918452,98.0434006020664,NA
"2017-05-17",2445.46458887168,95.3110486359792,98.0296995357307,NA
"2017-05-18",2448.10259991371,95.2967327662363,98.0161120904054,NA
"2017-05-19",2450.77182101143,95.2825623019831,98.0026372217347,NA
"2017-05-22",2453.47187422583,95.2685325200544,97.9892736141529,NA
"2017-05-23",2456.20233930167,95.2546384399426,97.9760196451176,NA
"2017-05-24",2458.96275974364,95.2408745898489,97.962873237691,NA
"2017-05-25",2461.75265350972,95.2272350082924,97.9498319362893,NA
"2017-05-26",2464.57151063034,95.2137133490061,97.9368929906559,NA
"2017-05-31",2467.41882388354,95.2003029196439,97.9240533777861,NA
"2017-06-01",2470.29408597646,95.186996650167,97.9113097783404,NA
"2017-06-02",2473.19679192339,95.1737872678654,97.8986587142272,NA
"2017-06-05",2476.12644579352,95.1606673441938,97.8860966200077,NA
"2017-06-06",2479.0825501694,95.1476292878309,97.8736198315917,NA
"2017-06-07",2482.06459278287,95.1346654451755,97.8612246451661,NA
"2017-06-08",2485.07205248587,95.1217680313317,97.8489072810168,NA
"2017-06-09",2488.10440645015,95.1089291809362,97.8366638638508,NA
"2017-06-12",2491.16113901015,95.0961409204218,97.8244903782846,NA
"2017-06-13",2494.24174545248,95.0833952146596,97.812382698706,NA
"2017-06-14",2497.34572835505,95.0706841293223,97.8003366935136,NA
"2017-06-15",2500.47259556945,95.0579998733552,97.7883482383883,NA
"2017-06-16",2503.62184562773,95.0453348455662,97.7764132667419,NA
"2017-06-19",2506.79295950559,95.0326815985333,97.764527766406,NA
"2017-06-20",2509.98538634088,95.0200328107706,97.7526877680306,NA
"2017-06-21",2513.19855956676,95.0073815317075,97.7408894988069,NA
"2017-06-22",2516.43188963959,94.9947211455816,97.7291293790941,NA
"2017-06-23",2519.6847733755,94.9820452361252,97.7174039528919,NA
"2017-06-26",2522.95659641669,94.969347480192,97.7057098141627,NA
"2017-06-27",2526.24674279955,94.9566217356685,97.6940436695494,NA
"2017-06-28",2529.55459757048,94.9438621831318,97.6824024258809,NA
"2017-06-29",2532.87954964215,94.9310633145749,97.6707831908609,NA
"2017-06-30",2536.22098199359,94.9182198849449,97.6591832613456,NA
"2017-07-03",2539.57827724026,94.9053268512956,97.6476001074784,NA
"2017-07-04",2542.95081294601,94.892379320226,97.6360313361493,124.52971932807
"2017-07-05",2546.3379540348,94.8793723961332,97.6244746089769,NA
"2017-07-06",2549.73904048401,94.8663012279007,97.6129276718922,NA
"2017-07-07",2553.15340634432,94.8531611134805,97.6013884053856,NA
"2017-07-10",2556.58037808573,94.8399475507665,97.5898548788824,NA
"2017-07-11",2560.01926987941,94.8266561438195,97.5783253100439,NA
"2017-07-12",2563.46938747211,94.8132826041954,97.5667980447327,NA
"2017-07-13",2566.93003949612,94.7998227936419,97.5552715617788,NA
"2017-07-14",2570.40053083481,94.7862727626953,97.543744473611,NA
"2017-07-17",2573.88017904927,94.7726288099808,97.5322155516892,NA
"2017-07-18",2577.36832476588,94.7588874836805,97.5206837023345,NA
"2017-07-19",2580.86433213934,94.7450455954399,97.5091479384253,124.477175886302
"2017-07-20",2584.36758261593,94.7311001144412,97.4976073345617,NA
"2017-07-21",2587.87749167612,94.7170481565903,97.4860610194327,NA
"2017-07-24",2591.39351019744,94.7028870894881,97.4745082467242,NA
"2017-07-25",2594.91511399228,94.6886144886355,97.4629483709567,NA
"2017-07-26",2598.44180847231,94.6742281887565,97.4513808770623,NA
"2017-07-27",2601.97311884285,94.6597262028928,97.4398053231591,NA
"2017-07-28",2605.50858418084,94.6451066167428,97.4282212998633,NA
"2017-07-31",2609.0477563885,94.6303676773286,97.4166284350738,NA
"2017-08-01",2612.59019980661,94.6155077618363,97.4050263698257,NA
"2017-08-02",2616.13549099167,94.6005252679684,97.3934147134788,NA
"2017-08-03",2619.68323519139,94.5854185663489,97.3817929947769,NA
"2017-08-04",2623.23306686336,94.570186043919,97.370160683182,NA
"2017-08-07",2626.78463142614,94.5548261432504,97.3585172102126,NA
"2017-08-08",2630.33757569002,94.5393373771097,97.3468619949198,NA
"2017-08-09",2633.89155010922,94.5237181901299,97.3351943701623,NA
"2017-08-10",2637.44620780927,94.50796699415,97.3235135874237,NA
"2017-08-11",2641.00119518144,94.4920821912043,97.3118187803,NA
"2017-08-14",2644.5561461144,94.4760621759009,97.300109014797,NA
"2017-08-15",2648.11066258499,94.4599054081243,97.2883833479017,NA
"2017-08-16",2651.66432261328,94.443610543666,97.276640968831,NA
"2017-08-17",2655.21668639914,94.4271764491699,97.2648811997454,NA
"2017-08-18",2658.76728914891,94.4106021882001,97.2531034716672,NA
"2017-08-21",2662.31564423665,94.393887044569,97.2413073293419,NA
"2017-08-22",2665.8612474408,94.3770305126529,97.2294924361065,NA
"2017-08-23",2669.4035759735,94.360032262967,97.217658562231,NA
"2017-08-24",2672.94209850633,94.3428921491315,97.2058055898026,NA
"2017-08-25",2676.47628155996,94.3256101818304,97.1939335300175,NA
"2017-08-28",2680.00558341176,94.3081865152273,97.1820425115468,NA
"2017-08-29",2683.52947818059,94.2906214210421,97.1701327606419,NA
"2017-08-30",2687.04746676875,94.2729152502828,97.1582045771146,NA
"2017-08-31",2690.55907648001,94.2550685149099,97.1462583805962,NA
"2017-09-01",2694.06385303437,94.2370819323591,97.1342947320024,NA
"2017-09-04",2697.56135630567,94.2189564659872,97.1223143591396,NA
"2017-09-05",2701.05115573129,94.2006932787697,97.110318140982,NA
"2017-09-06",2704.53282903179,94.1822937283927,97.0983071043565,NA
"2017-09-07",2708.00596688604,94.1637592962633,97.0862823710316,NA
"2017-09-08",2711.47016463037,94.1450916819214,97.0742452164183,NA
"2017-09-11",2714.92501197692,94.1262929305749,97.0621971448125,NA
"2017-09-12",2718.37008926689,94.107365502821,97.0501399315725,NA
"2017-09-13",2721.80496422367,94.0883122369459,97.0380755826302,NA
"2017-09-14",2725.22919681182,94.0691363939523,97.0260063601424,NA
"2017-09-15",2728.64233351836,94.0498416116981,97.0139347337414,NA
"2017-09-18",2732.04389899286,94.0304320740322,97.0018634640623,NA
"2017-09-19",2735.43339323113,94.0109125063715,96.9897955911981,NA
"2017-09-20",2738.81029835367,93.9912880679812,96.9777343611517,NA
"2017-09-21",2742.17407240963,93.9715644013807,96.9656832721598,NA
"2017-09-22",2745.52414715426,93.9517476156535,96.9536460466099,NA
"2017-09-25",2748.85993120544,93.9318442325958,96.9416266070867,NA
"2017-09-26",2752.18080783193,93.9118612527792,96.9296291268172,NA
"2017-09-27",2755.48613274806,93.8918062133805,96.9176580677078,NA
"2017-09-28",2758.77523381566,93.8716871923086,96.9057181853036,NA
"2017-09-29",2762.04740265062,93.8515127916927,96.8938145254697,NA
"2017-10-09",2765.30189499949,93.8312921875344,96.8819524706629,NA
"2017-10-10",2768.53793385103,93.8110351091125,96.8701377324504,NA
"2017-10-11",2771.75471569689,93.7907517109319,96.8583762654749,NA
"2017-10-12",2774.95140811919,93.7704526100328,96.8466742599373,NA
"2017-10-13",2778.12715383459,93.7501488778404,96.8350381340575,NA
"2017-10-16",2781.28107317563,93.7298519328151,96.8234744727741,NA
"2017-10-17",2784.41226319147,93.7095735488449,96.8119900325543,NA
"2017-10-18",2787.51979923782,93.6893257437617,96.800591651101,NA
"2017-10-19",2790.60273285566,93.6691206554475,96.7892861570272,NA
"2017-10-20",2793.6600993328,93.6489705667395,96.7780803952358,NA
"2017-10-23",2796.69091692558,93.6288879716515,96.7669812935968,NA
"2017-10-24",2799.69418187461,93.6088855423676,96.7559958675792,NA
"2017-10-25",2802.66886806159,93.5889761706124,96.7451312372396,NA
"2017-10-26",2805.61393048007,93.5691729676516,96.7343946152293,NA
"2017-10-27",2808.52830375775,93.5494890369073,96.7237931748756,NA
"2017-10-30",2811.41091259608,93.5299375648149,96.7133340794227,NA
"2017-10-31",2814.26068701702,93.5105316264144,96.7030243417368,NA
"2017-11-01",2817.07655273916,93.4912838958124,96.6928706632862,NA
"2017-11-02",2819.85742867677,93.4722067038069,96.6828794838724,NA
"2017-11-03",2822.60222321338,93.453312149184,96.6730570188962,NA
"2017-11-06",2825.30983553198,93.4346120652676,96.6634092304184,NA
"2017-11-07",2827.97915340595,93.4161180566635,96.653941847755,NA
"2017-11-08",2830.60905207991,93.3978415772627,96.6446603962667,NA
"2017-11-09",2833.1984062283,93.3797937849414,96.6355701020647,NA
"2017-11-10",2835.74608738023,93.3619856111201,96.6266759454522,NA
"2017-11-13",2838.25096822304,93.3444277227548,96.6179826522806,NA
"2017-11-14",2840.71193403239,93.3271305090285,96.6094946852245,NA
"2017-11-15",2843.12788593586,93.3101038529961,96.6012161151015,NA
"2017-11-16",2845.49773419139,93.2933572710077,96.593150715318,124.424854127424
"2017-11-17",2847.82039107089,93.2768999156142,96.5853020190299,124.372748140246
"2017-11-20",2850.09478294273,93.2607407023637,96.5776734919524,124.320852212588
"2017-11-21",2852.31987312125,93.2448883042038,96.5702684984033,124.269160865717
"2017-11-22",2854.49466431613,93.2293511250906,96.5630903085892,124.217668785394
"2017-11-23",2856.61822036477,93.2141372858769,96.5561420809985,124.166370823857
"2017-11-24",2858.6896732696,93.1992544199181,96.5494267289598,124.115262208398
"2017-11-27",2860.70818966529,93.1847097041635,96.5429469359149,124.064338562568
"2017-11-28",2862.67296979688,93.170510018252,96.5367052367329,124.013595849799
"2017-11-29",2864.5832362689,93.1566619257222,96.5307040162558,123.963030471955
"2017-11-30",2866.43822678442,93.1431716302786,96.5249454953433,123.91263924509
"2017-12-01",2868.23719087583,93.1300452584676,96.5194318986979,123.862419291174
"2017-12-04",2869.9793744219,93.1172888941878,96.514165473779,123.812367871626
"2017-12-05",2871.66401179474,93.1049085593164,96.5091484765485,123.762482576025
"2017-12-06",2873.29033274539,93.0929102231136,96.5043831653792,123.712761271742
"2017-12-07",2874.85758121789,93.0812997908067,96.4998718031302,123.663202047051
"2017-12-08",2876.36499872149,93.0700831250839,96.4956166673835,123.613803347926
"2017-12-11",2877.81181326615,93.0592660095576,96.4916200109721,123.564563992074
"2017-12-12",2879.19724899072,93.0488540665965,96.4878840265364,123.515483073116
"2017-12-13",2880.52053978461,93.0388526791235,96.4844107861737,123.466559974455
"2017-12-14",2881.78090730252,93.0292669577177,96.4812022057789,123.417794350829
"2017-12-15",2882.97756992549,93.0201017654164,96.4782600712815,123.369186251878
"2017-12-18",2884.10973397218,93.0113618002157,96.4755860895765,123.320736206862
"2017-12-19",2885.17658353181,93.0030517104665,96.4731819476098,123.272445173745
"2017-12-20",2886.1772836336,92.995176081954,96.471049309351,123.224314481714
"2017-12-21",2887.11099815913,92.9877394247959,96.4691898043844,123.17634563152
"2017-12-22",2887.9768902554,92.9807462015018,96.4676050453269,123.128540237875
"2017-12-25",2888.77413129061,92.9742008341784,96.4662966368624,123.080900055724
"2017-12-26",2889.50189371711,92.9681078438316,96.4652662549373,123.033426993558
"2017-12-27",2890.15934958483,92.9624717952002,96.4645156183635,122.986123139556
"2017-12-28",2890.74567900349,92.9572972414027,96.4640464479101,122.938990826428
"2017-12-29",2891.26004242318,92.9525887469401,96.4638604748801,122.892032786596
"2018-01-02",2891.70159031371,92.9483509311636,96.4639594454392,122.845252113554
"2018-01-03",2892.06946402603,92.9445885032965,96.4643451661602,122.798652378171
"2018-01-04",2892.36281594681,92.9413060450991,96.4650193593083,122.752237486573
"2018-01-05",2892.58081124868,92.9385080124302,96.4659836750796,122.70601174458
"2018-01-08",2892.72263033081,92.9361986621943,96.4672396747922,122.659979838166
"2018-01-09",2892.78747435119,92.9343820493665,96.4687888346176,122.614146787955
"2018-01-10",2892.77456822654,92.9330621106193,96.4706326029335,122.56851796825
"2018-01-11",2892.68317284126,92.9322426609393,96.4727724038159,122.523098945135
"2018-01-12",2892.5125935676,92.9319272701653,96.475209549473,122.477895443664
"2018-01-15",2892.26217972509,92.9321191765206,96.4779451732215,122.432913431243
"2018-01-16",2891.93133605932,92.9328213487491,96.4809802698162,122.388159078199
"2018-01-17",2891.51953218787,92.9340363868267,96.4843156364496,122.343638756987
"2018-01-18",2891.02631290535,92.9357664927397,96.4879518673626,122.299359112359
"2018-01-19",2890.45130050359,92.9380133790403,96.4918892904594,122.255326918308
"2018-01-22",2889.79420969032,92.9407781647921,96.4961278914055,122.211549018867
"2018-01-23",2889.05485576417,92.9440613746425,96.5006673037272,122.168032268806
"2018-01-24",2888.23315976357,92.9478630575537,96.5055068690677,122.124783493566
"2018-01-25",2887.32916919235,92.9521827689103,96.5106456435745,122.081809623529
"2018-01-26",2886.34305546559,92.9570195772163,96.5160824165698,122.039117640834
"2018-01-29",2885.27510469404,92.9623721119111,96.5218157497603,121.996714655263
"2018-01-30",2884.1257280946,92.9682385655061,96.5278439749907,121.954607799202
"2018-01-31",2882.89543680342,92.974616674835,96.5341651836069,121.912804128888
"2018-02-01",2881.58482589957,92.9815036896962,96.5407771991615,121.871310577251
"2018-02-02",2880.19459053806,92.9888964322185,96.5476775913361,121.830133887199
"2018-02-05",2878.72553294064,92.9967913725535,96.5548637228118,121.789280544813
"2018-02-06",2877.17857016264,93.0051845596831,96.5623327092129,121.748756609076
"2018-02-07",2875.55474925031,93.0140715272133,96.5700813872027,121.708567896672
"2018-02-08",2873.85521348906,93.0234474345857,96.5781063733998,121.66872014084
"2018-02-09",2872.08116521066,93.0333070592655,96.5864040653084,121.62921878193
"2018-02-12",2870.23383243522,93.0436446605949,96.5949705759962,121.590068951582
"2018-02-13",2868.3144024746,93.0544540914557,96.6038018050716,121.551275592403
"2018-02-14",2866.32403038464,93.0657288270664,96.6128934806097,121.512843325584
"2018-02-22",2864.26386117059,93.0774619150434,96.6222411141671,121.290048555865
"2018-02-23",2862.13504077839,93.089645937671,96.631839984624,121.254243433925
"2018-02-26",2859.93873653973,93.1022729078486,96.6416850723143,121.218823072307
"2018-02-27",2857.67615367686,93.1153343012517,96.6517710674595,121.183788863006
"2018-02-28",2855.34854373378,93.1288212660641,96.662092498374,121.149142036509
